Date,Open,High,Low,Close,Adj Close,Volume,P.E. ratio,36months return,60months return,120months return,,,,,,,date, value
,,,,,,,,,,,,,,,,,1/3/1965,18.4103
,,,,,,,,,,,,,,,,,1/4/1965,18.4112
,,,,,,,,,,,,,,,,,1/5/1965,18.2686
,,,,,,,,,,,,,,,,,1/6/1965,17.3802
,,,,,,,,,,,,,,,,,1/7/1965,17.1185
,,,,,,,,,,,,,,,,,1/8/1965,17.504
,,,,,,,,,,,,,,,,,1/9/1965,18.0643
,,,,,,,,,,,,,,,,,1/10/1965,17.8073
,,,,,,,,,,,,,,,,,1/11/1965,17.6513
,,,,,,,,,,,,,,,,,1/12/1965,17.8092
,,,,,,,,,,,,,,,,,1/1/1966,17.3933
,,,,,,,,,,,,,,,,,1/2/1966,17.0824
,,,,,,,,,,,,,,,,,1/3/1966,16.7097
,,,,,,,,,,,,,,,,,1/4/1966,16.6777
,,,,,,,,,,,,,,,,,1/5/1966,15.7747
,,,,,,,,,,,,,,,,,1/6/1966,15.5201
,,,,,,,,,,,,,,,,,1/7/1966,15.1724
,,,,,,,,,,,,,,,,,1/8/1966,13.9927
,,,,,,,,,,,,,,,,,1/9/1966,13.8947
,,,,,,,,,,,,,,,,,1/10/1966,14.4505
,,,,,,,,,,,,,,,,,1/11/1966,14.4955
,,,,,,,,,,,,,,,,,1/12/1966,14.4739
,,,,,,,,,,,,,,,,,1/1/1967,15.8917
,,,,,,,,,,,,,,,,,1/2/1967,15.9229
,,,,,,,,,,,,,,,,,1/3/1967,16.5505
,,,,,,,,,,,,,,,,,1/4/1967,17.6379
,,,,,,,,,,,,,,,,,1/5/1967,16.7129
,,,,,,,,,,,,,,,,,1/6/1967,17.0056
,,,,,,,,,,,,,,,,,1/7/1967,17.8774
,,,,,,,,,,,,,,,,,1/8/1967,17.6679
,,,,,,,,,,,,,,,,,1/9/1967,18.2472
,,,,,,,,,,,,,,,,,1/10/1967,17.5047
,,,,,,,,,,,,,,,,,1/11/1967,17.636
,,,,,,,,,,,,,,,,,1/12/1967,18.0994
,,,,,,,,,,,,,,,,,1/1/1968,16.9559
,,,,,,,,,,,,,,,,,1/2/1968,16.4265
,,,,,,,,,,,,,,,,,1/3/1968,16.5809
,,,,,,,,,,,,,,,,,1/4/1968,17.4973
,,,,,,,,,,,,,,,,,1/5/1968,17.7163
,,,,,,,,,,,,,,,,,1/6/1968,17.8779
,,,,,,,,,,,,,,,,,1/7/1968,17.2686
,,,,,,,,,,,,,,,,,1/8/1968,17.4664
,,,,,,,,,,,,,,,,,1/9/1968,18.1396
,,,,,,,,,,,,,,,,,1/10/1968,17.9531
,,,,,,,,,,,,,,,,,1/11/1968,18.8142
,,,,,,,,,,,,,,,,,1/12/1968,18.0313
,,,,,,,,,,,,,,,,,1/1/1969,17.6993
,,,,,,,,,,,,,,,,,1/2/1969,16.8608
,,,,,,,,,,,,,,,,,1/3/1969,17.4416
,,,,,,,,,,,,,,,,,1/4/1969,17.7551
,,,,,,,,,,,,,,,,,1/5/1969,17.7158
,,,,,,,,,,,,,,,,,1/6/1969,16.7312
,,,,,,,,,,,,,,,,,1/7/1969,15.5908
,,,,,,,,,,,,,,,,,1/8/1969,16.2156
,,,,,,,,,,,,,,,,,1/9/1969,15.8098
,,,,,,,,,,,,,,,,,1/10/1969,16.8028
,,,,,,,,,,,,,,,,,1/11/1969,16.2301
,,,,,,,,,,,,,,,,,1/12/1969,15.9273
,,,,,,,,,,,,,,,,,1/1/1970,15.1012
,,,,,,,,,,,,,,,,,1/2/1970,15.897
,,,,,,,,,,,,,,,,,1/3/1970,15.9201
,,,,,,,,,,,,,,,,,1/4/1970,14.7681
,,,,,,,,,,,,,,,,,1/5/1970,13.8678
,,,,,,,,,,,,,,,,,1/6/1970,13.1739
,,,,,,,,,,,,,,,,,1/7/1970,14.5616
,,,,,,,,,,,,,,,,,1/8/1970,15.209
,,,,,,,,,,,,,,,,,1/9/1970,15.7276
,,,,,,,,,,,,,,,,,1/10/1970,16.2281
,,,,,,,,,,,,,,,,,1/11/1970,16.9981
,,,,,,,,,,,,,,,,,1/12/1970,17.963
,,,,,,,,,,,,,,,,,1/1/1971,18.3678
,,,,,,,,,,,,,,,,,1/2/1971,18.5345
,,,,,,,,,,,,,,,,,1/3/1971,19.2165
,,,,,,,,,,,,,,,,,1/4/1971,19.5395
,,,,,,,,,,,,,,,,,1/5/1971,18.7274
,,,,,,,,,,,,,,,,,1/6/1971,18.5526
,,,,,,,,,,,,,,,,,1/7/1971,17.6022
,,,,,,,,,,,,,,,,,1/8/1971,18.2376
,,,,,,,,,,,,,,,,,1/9/1971,18.1105
,,,,,,,,,,,,,,,,,1/10/1971,16.5316
,,,,,,,,,,,,,,,,,1/11/1971,16.4895
,,,,,,,,,,,,,,,,,1/12/1971,17.9105
,,,,,,,,,,,,,,,,,1/1/1972,17.8898
,,,,,,,,,,,,,,,,,1/2/1972,18.3425
,,,,,,,,,,,,,,,,,1/3/1972,18.4509
,,,,,,,,,,,,,,,,,1/4/1972,18.0352
,,,,,,,,,,,,,,,,,1/5/1972,18.3467
,,,,,,,,,,,,,,,,,1/6/1972,17.9464
,,,,,,,,,,,,,,,,,1/7/1972,17.4902
,,,,,,,,,,,,,,,,,1/8/1972,18.0928
,,,,,,,,,,,,,,,,,1/9/1972,18.0049
,,,,,,,,,,,,,,,,,1/10/1972,17.3801
,,,,,,,,,,,,,,,,,1/11/1972,18.1729
,,,,,,,,,,,,,,,,,1/12/1972,18.3879
,,,,,,,,,,,,,,,,,1/1/1973,17.0632
,,,,,,,,,,,,,,,,,1/2/1973,16.4235
,,,,,,,,,,,,,,,,,1/3/1973,16.4
,,,,,,,,,,,,,,,,,1/4/1973,14.7953
,,,,,,,,,,,,,,,,,1/5/1973,14.5159
,,,,,,,,,,,,,,,,,1/6/1973,14.4205
,,,,,,,,,,,,,,,,,1/7/1973,14.0728
,,,,,,,,,,,,,,,,,1/8/1973,13.5566
,,,,,,,,,,,,,,,,,1/9/1973,14.1001
,,,,,,,,,,,,,,,,,1/10/1973,13.2708
,,,,,,,,,,,,,,,,,1/11/1973,11.7598
,,,,,,,,,,,,,,,,,1/12/1973,11.9547
,,,,,,,,,,,,,,,,,1/1/1974,11.5514
,,,,,,,,,,,,,,,,,1/2/1974,11.5096
,,,,,,,,,,,,,,,,,1/3/1974,11.2416
,,,,,,,,,,,,,,,,,1/4/1974,10.333
,,,,,,,,,,,,,,,,,1/5/1974,9.9863
,,,,,,,,,,,,,,,,,1/6/1974,9.8398
,,,,,,,,,,,,,,,,,1/7/1974,8.7058
,,,,,,,,,,,,,,,,,1/8/1974,7.9199
,,,,,,,,,,,,,,,,,1/9/1974,6.9748
,,,,,,,,,,,,,,,,,1/10/1974,8.3127
,,,,,,,,,,,,,,,,,1/11/1974,7.8706
,,,,,,,,,,,,,,,,,1/12/1974,7.712
,,,,,,,,,,,,,,,,,1/1/1975,9.1101
,,,,,,,,,,,,,,,,,1/2/1975,9.6556
,,,,,,,,,,,,,,,,,1/3/1975,9.8651
,,,,,,,,,,,,,,,,,1/4/1975,10.9673
,,,,,,,,,,,,,,,,,1/5/1975,11.451
,,,,,,,,,,,,,,,,,1/6/1975,11.9585
,,,,,,,,,,,,,,,,,1/7/1975,11.4369
,,,,,,,,,,,,,,,,,1/8/1975,11.1959
,,,,,,,,,,,,,,,,,1/9/1975,10.808
,,,,,,,,,,,,,,,,,1/10/1975,11.1859
,,,,,,,,,,,,,,,,,1/11/1975,11.4623
,,,,,,,,,,,,,,,,,1/12/1975,11.3304
,,,,,,,,,,,,,,,,,1/1/1976,11.6467
,,,,,,,,,,,,,,,,,1/2/1976,11.5139
,,,,,,,,,,,,,,,,,1/3/1976,11.8672
,,,,,,,,,,,,,,,,,1/4/1976,10.9881
,,,,,,,,,,,,,,,,,1/5/1976,10.8303
,,,,,,,,,,,,,,,,,1/6/1976,11.2735
,,,,,,,,,,,,,,,,,1/7/1976,10.8314
,,,,,,,,,,,,,,,,,1/8/1976,10.7759
,,,,,,,,,,,,,,,,,1/9/1976,11.0199
,,,,,,,,,,,,,,,,,1/10/1976,10.3835
,,,,,,,,,,,,,,,,,1/11/1976,10.3027
,,,,,,,,,,,,,,,,,1/12/1976,10.8436
,,,,,,,,,,,,,,,,,1/1/1977,10.122
,,,,,,,,,,,,,,,,,1/2/1977,9.9028
,,,,,,,,,,,,,,,,,1/3/1977,9.7639
,,,,,,,,,,,,,,,,,1/4/1977,9.4472
,,,,,,,,,,,,,,,,,1/5/1977,9.2246
,,,,,,,,,,,,,,,,,1/6/1977,9.643
,,,,,,,,,,,,,,,,,1/7/1977,9.2297
,,,,,,,,,,,,,,,,,1/8/1977,9.0355
,,,,,,,,,,,,,,,,,1/9/1977,9.0131
,,,,,,,,,,,,,,,,,1/10/1977,8.4793
,,,,,,,,,,,,,,,,,1/11/1977,8.708
,,,,,,,,,,,,,,,,,1/12/1977,8.7328
,,,,,,,,,,,,,,,,,1/1/1978,8.1731
,,,,,,,,,,,,,,,,,1/2/1978,7.9707
,,,,,,,,,,,,,,,,,1/3/1978,8.1694
,,,,,,,,,,,,,,,,,1/4/1978,8.6224
,,,,,,,,,,,,,,,,,1/5/1978,8.6589
,,,,,,,,,,,,,,,,,1/6/1978,8.5067
,,,,,,,,,,,,,,,,,1/7/1978,8.7018
,,,,,,,,,,,,,,,,,1/8/1978,8.9274
,,,,,,,,,,,,,,,,,1/9/1978,8.8626
,,,,,,,,,,,,,,,,,1/10/1978,7.5547
,,,,,,,,,,,,,,,,,1/11/1978,7.6805
,,,,,,,,,,,,,,,,,1/12/1978,7.7948
,,,,,,,,,,,,,,,,,1/1/1979,7.5135
,,,,,,,,,,,,,,,,,1/2/1979,7.2391
,,,,,,,,,,,,,,,,,1/3/1979,7.6383
,,,,,,,,,,,,,,,,,1/4/1979,7.279
,,,,,,,,,,,,,,,,,1/5/1979,7.0873
,,,,,,,,,,,,,,,,,1/6/1979,7.3612
,,,,,,,,,,,,,,,,,1/7/1979,7.0957
,,,,,,,,,,,,,,,,,1/8/1979,7.4723
,,,,,,,,,,,,,,,,,1/9/1979,7.4723
,,,,,,,,,,,,,,,,,1/10/1979,6.852
,,,,,,,,,,,,,,,,,1/11/1979,7.144
,,,,,,,,,,,,,,,,,1/12/1979,7.2638
,,,,,,,,,,,,,,,,,1/1/1980,7.4663
,,,,,,,,,,,,,,,,,1/2/1980,7.4336
,,,,,,,,,,,,,,,,,1/3/1980,6.6769
,,,,,,,,,,,,,,,,,1/4/1980,7.1145
,,,,,,,,,,,,,,,,,1/5/1980,7.4458
,,,,,,,,,,,,,,,,,1/6/1980,7.6466
,,,,,,,,,,,,,,,,,1/7/1980,8.3108
,,,,,,,,,,,,,,,,,1/8/1980,8.3593
,,,,,,,,,,,,,,,,,1/9/1980,8.5697
,,,,,,,,,,,,,,,,,1/10/1980,8.6012
,,,,,,,,,,,,,,,,,1/11/1980,9.4818
,,,,,,,,,,,,,,,,,1/12/1980,9.1606
,,,,,,,,,,,,,,,,,1/1/1981,8.8855
,,,,,,,,,,,,,,,,,1/2/1981,9.0034
,,,,,,,,,,,,,,,,,1/3/1981,9.3278
,,,,,,,,,,,,,,,,,1/4/1981,8.8481
,,,,,,,,,,,,,,,,,1/5/1981,8.8334
,,,,,,,,,,,,,,,,,1/6/1981,8.7415
,,,,,,,,,,,,,,,,,1/7/1981,8.5737
,,,,,,,,,,,,,,,,,1/8/1981,8.0413
,,,,,,,,,,,,,,,,,1/9/1981,7.6084
,,,,,,,,,,,,,,,,,1/10/1981,7.9355
,,,,,,,,,,,,,,,,,1/11/1981,8.2259
,,,,,,,,,,,,,,,,,1/12/1981,7.9785
,,,,,,,,,,,,,,,,,1/1/1982,8.1296
,,,,,,,,,,,,,,,,,1/2/1982,7.6374
,,,,,,,,,,,,,,,,,1/3/1982,7.5598
,,,,,,,,,,,,,,,,,1/4/1982,8.2174
,,,,,,,,,,,,,,,,,1/5/1982,7.8956
,,,,,,,,,,,,,,,,,1/6/1982,7.7354
,,,,,,,,,,,,,,,,,1/7/1982,7.8975
,,,,,,,,,,,,,,,,,1/8/1982,8.8134
,,,,,,,,,,,,,,,,,1/9/1982,8.8805
,,,,,,,,,,,,,,,,,1/10/1982,10.5791
,,,,,,,,,,,,,,,,,1/11/1982,10.9597
,,,,,,,,,,,,,,,,,1/12/1982,11.1266
,,,,,,,,,,,,,,,,,1/1/1983,11.6989
,,,,,,,,,,,,,,,,,1/2/1983,11.9211
,,,,,,,,,,,,,,,,,1/3/1983,12.3156
,,,,,,,,,,,,,,,,,1/4/1983,13.0604
,,,,,,,,,,,,,,,,,1/5/1983,12.8983
,,,,,,,,,,,,,,,,,1/6/1983,13.3153
,,,,,,,,,,,,,,,,,1/7/1983,12.2226
,,,,,,,,,,,,,,,,,1/8/1983,12.3609
,,,,,,,,,,,,,,,,,1/9/1983,12.4865
,,,,,,,,,,,,,,,,,1/10/1983,11.6572
,,,,,,,,,,,,,,,,,1/11/1983,11.8603
,,,,,,,,,,,,,,,,,1/12/1983,11.7555
,,,,,,,,,,,,,,,,,1/1/1984,10.7084
,,,,,,,,,,,,,,,,,1/2/1984,10.2923
,,,,,,,,,,,,,,,,,1/3/1984,10.4312
,,,,,,,,,,,,,,,,,1/4/1984,9.8796
,,,,,,,,,,,,,,,,,1/5/1984,9.2932
,,,,,,,,,,,,,,,,,1/6/1984,9.4556
,,,,,,,,,,,,,,,,,1/7/1984,9.0978
,,,,,,,,,,,,,,,,,1/8/1984,10.0652
,,,,,,,,,,,,,,,,,1/9/1984,10.0302
,,,,,,,,,,,,,,,,,1/10/1984,9.9814
,,,,,,,,,,,,,,,,,1/11/1984,9.8305
,,,,,,,,,,,,,,,,,1/12/1984,10.0505
,,,,,,,,,,,,,,,,,1/1/1985,10.9597
,,,,,,,,,,,,,,,,,1/2/1985,11.0543
,,,,,,,,,,,,,,,,,1/3/1985,11.0226
,,,,,,,,,,,,,,,,,1/4/1985,11.5202
,,,,,,,,,,,,,,,,,1/5/1985,12.1429
,,,,,,,,,,,,,,,,,1/6/1985,12.2902
,,,,,,,,,,,,,,,,,1/7/1985,12.5358
,,,,,,,,,,,,,,,,,1/8/1985,12.3854
,,,,,,,,,,,,,,,,,1/9/1985,11.9554
,,,,,,,,,,,,,,,,,1/10/1985,12.9925
,,,,,,,,,,,,,,,,,1/11/1985,13.8378
,,,,,,,,,,,,,,,,,1/12/1985,14.4613
,,,,,,,,,,,,,,,,,1/1/1986,14.5854
,,,,,,,,,,,,,,,,,1/2/1986,15.6281
,,,,,,,,,,,,,,,,,1/3/1986,16.4532
,,,,,,,,,,,,,,,,,1/4/1986,16.0109
,,,,,,,,,,,,,,,,,1/5/1986,16.8151
,,,,,,,,,,,,,,,,,1/6/1986,17.0523
,,,,,,,,,,,,,,,,,1/7/1986,15.9003
,,,,,,,,,,,,,,,,,1/8/1986,17.0323
,,,,,,,,,,,,,,,,,1/9/1986,15.5771
,,,,,,,,,,,,,,,,,1/10/1986,16.8494
,,,,,,,,,,,,,,,,,1/11/1986,17.2113
,,,,,,,,,,,,,,,,,1/12/1986,16.7244
,,,,,,,,,,,,,,,,,1/1/1987,18.151
,,,,,,,,,,,,,,,,,1/2/1987,18.8212
,,,,,,,,,,,,,,,,,1/3/1987,19.3179
,,,,,,,,,,,,,,,,,1/4/1987,19.9972
,,,,,,,,,,,,,,,,,1/5/1987,20.1179
,,,,,,,,,,,,,,,,,1/6/1987,21.0818
,,,,,,,,,,,,,,,,,1/7/1987,20.0921
,,,,,,,,,,,,,,,,,1/8/1987,20.7945
,,,,,,,,,,,,,,,,,1/9/1987,20.2919
,,,,,,,,,,,,,,,,,1/10/1987,14.388
,,,,,,,,,,,,,,,,,1/11/1987,13.16
,,,,,,,,,,,,,,,,,1/12/1987,14.1189
,,,,,,,,,,,,,,,,,1/1/1988,13.8284
,,,,,,,,,,,,,,,,,1/2/1988,14.4067
,,,,,,,,,,,,,,,,,1/3/1988,13.9263
,,,,,,,,,,,,,,,,,1/4/1988,12.0595
,,,,,,,,,,,,,,,,,1/5/1988,12.0978
,,,,,,,,,,,,,,,,,1/6/1988,12.6211
,,,,,,,,,,,,,,,,,1/7/1988,11.9674
,,,,,,,,,,,,,,,,,1/8/1988,11.5055
,,,,,,,,,,,,,,,,,1/9/1988,11.9626
,,,,,,,,,,,,,,,,,1/10/1988,11.7461
,,,,,,,,,,,,,,,,,1/11/1988,11.5242
,,,,,,,,,,,,,,,,,1/12/1988,11.6935
,,,,,,,,,,,,,,,,,1/1/1989,11.9179
,,,,,,,,,,,,,,,,,1/2/1989,11.5729
,,,,,,,,,,,,,,,,,1/3/1989,11.8137
,,,,,,,,,,,,,,,,,1/4/1989,12.2776
,,,,,,,,,,,,,,,,,1/5/1989,12.709
,,,,,,,,,,,,,,,,,1/6/1989,12.6082
,,,,,,,,,,,,,,,,,1/7/1989,14.6087
,,,,,,,,,,,,,,,,,1/8/1989,14.8354
,,,,,,,,,,,,,,,,,1/9/1989,14.7383
,,,,,,,,,,,,,,,,,1/10/1989,14.8824
,,,,,,,,,,,,,,,,,1/11/1989,15.1286
,,,,,,,,,,,,,,,,,1/12/1989,15.4526
,,,,,,,,,,,,,,,,,1/1/1990,15.186
,,,,,,,,,,,,,,,,,1/2/1990,15.3156
,,,,,,,,,,,,,,,,,1/3/1990,15.6871
,,,,,,,,,,,,,,,,,1/4/1990,15.5597
,,,,,,,,,,,,,,,,,1/5/1990,16.9911
,,,,,,,,,,,,,,,,,1/6/1990,16.8401
,,,,,,,,,,,,,,,,,1/7/1990,16.3822
,,,,,,,,,,,,,,,,,1/8/1990,14.8372
,,,,,,,,,,,,,,,,,1/9/1990,14.0777
,,,,,,,,,,,,,,,,,1/10/1990,14.2455
,,,,,,,,,,,,,,,,,1/11/1990,15.0993
,,,,,,,,,,,,,,,,,1/12/1990,15.4742
,,,,,,,,,,,,,,,,,1/1/1991,16.4245
,,,,,,,,,,,,,,,,,1/2/1991,17.5296
,,,,,,,,,,,,,,,,,1/3/1991,17.9188
,,,,,,,,,,,,,,,,,1/4/1991,19.3375
,,,,,,,,,,,,,,,,,1/5/1991,20.084
,,,,,,,,,,,,,,,,,1/6/1991,19.1221
,,,,,,,,,,,,,,,,,1/7/1991,21.7626
,,,,,,,,,,,,,,,,,1/8/1991,22.1902
,,,,,,,,,,,,,,,,,1/9/1991,21.7654
,,,,,,,,,,,,,,,,,1/10/1991,24.5742
,,,,,,,,,,,,,,,,,1/11/1991,23.4953
,,,,,,,,,,,,,,,,,1/12/1991,26.1171
,,,,,,,,,,,,,,,,,1/1/1992,25.2489
,,,,,,,,,,,,,,,,,1/2/1992,25.491
,,,,,,,,,,,,,,,,,1/3/1992,24.9345
,,,,,,,,,,,,,,,,,1/4/1992,24.3372
,,,,,,,,,,,,,,,,,1/5/1992,24.3607
,,,,,,,,,,,,,,,,,1/6/1992,23.9378
,,,,,,,,,,,,,,,,,1/7/1992,23.515
,,,,,,,,,,,,,,,,,1/8/1992,22.9507
,,,,,,,,,,,,,,,,,1/9/1992,23.1596
,,,,,,,,,,,,,,,,,1/10/1992,21.9319
,,,,,,,,,,,,,,,,,1/11/1992,22.5956
,,,,,,,,,,,,,,,,,1/12/1992,22.824
,,,,,,,,,,,,,,,,,1/1/1993,22.1159
,,,,,,,,,,,,,,,,,1/2/1993,22.3478
,,,,,,,,,,,,,,,,,1/3/1993,22.7656
,,,,,,,,,,,,,,,,,1/4/1993,22.7724
,,,,,,,,,,,,,,,,,1/5/1993,23.2897
,,,,,,,,,,,,,,,,,1/6/1993,23.3073
,,,,,,,,,,,,,,,,,1/7/1993,21.9564
,,,,,,,,,,,,,,,,,1/8/1993,22.7124
,,,,,,,,,,,,,,,,,1/9/1993,22.4855
,,,,,,,,,,,,,,,,,1/10/1993,21.3719
,,,,,,,,,,,,,,,,,1/11/1993,21.0959
,,,,,,,,,,,,,,,,,1/12/1993,21.3088
,,,,,,,,,,,,,,,,,1/1/1994,21.207
,,,,,,,,,,,,,,,,,1/2/1994,20.5698
,,,,,,,,,,,,,,,,,1/3/1994,19.6288
,,,,,,,,,,,,,,,,,1/4/1994,17.8933
,,,,,,,,,,,,,,,,,1/5/1994,18.1151
,,,,,,,,,,,,,,,,,1/6/1994,17.6298
,,,,,,,,,,,,,,,,,1/7/1994,16.7677
,,,,,,,,,,,,,,,,,1/8/1994,17.3981
,,,,,,,,,,,,,,,,,1/9/1994,16.9305
,,,,,,,,,,,,,,,,,1/10/1994,15.4363
,,,,,,,,,,,,,,,,,1/11/1994,14.8265
,,,,,,,,,,,,,,,,,1/12/1994,15.0088
,,,,,,,,,,,,,,,,,1/1/1995,14.4522
,,,,,,,,,,,,,,,,,1/2/1995,14.9736
,,,,,,,,,,,,,,,,,1/3/1995,15.3828
,,,,,,,,,,,,,,,,,1/4/1995,14.9495
,,,,,,,,,,,,,,,,,1/5/1995,15.4923
,,,,,,,,,,,,,,,,,1/6/1995,15.822
,,,,,,,,,,,,,,,,,1/7/1995,15.9767
,,,,,,,,,,,,,,,,,1/8/1995,15.9716
,,,,,,,,,,,,,,,,,1/9/1995,16.612
,,,,,,,,,,,,,,,,,1/10/1995,17.1231
,,,,,,,,,,,,,,,,,1/11/1995,17.826
,,,,,,,,,,,,,,,,,1/12/1995,18.1369
,,,,,,,,,,,,,,,,,1/1/1996,18.6845
,,,,,,,,,,,,,,,,,1/2/1996,18.814
,,,,,,,,,,,,,,,,,1/3/1996,18.963
,,,,,,,,,,,,,,,,,1/4/1996,18.7388
,,,,,,,,,,,,,,,,,1/5/1996,19.167
,,,,,,,,,,,,,,,,,1/6/1996,19.2103
,,,,,,,,,,,,,,,,,1/7/1996,17.7764
,,,,,,,,,,,,,,,,,1/8/1996,18.1108
,,,,,,,,,,,,,,,,,1/9/1996,19.0925
,,,,,,,,,,,,,,,,,1/10/1996,18.2099
,,,,,,,,,,,,,,,,,1/11/1996,19.5461
,,,,,,,,,,,,,,,,,1/12/1996,19.1257
,,,,,,,,,,,,,,,,,1/1/1997,19.5368
,,,,,,,,,,,,,,,,,1/2/1997,19.6526
,,,,,,,,,,,,,,,,,1/3/1997,18.8151
,,,,,,,,,,,,,,,,,1/4/1997,19.7618
,,,,,,,,,,,,,,,,,1/5/1997,20.9194
,,,,,,,,,,,,,,,,,1/6/1997,21.8284
,,,,,,,,,,,,,,,,,1/7/1997,23.482
,,,,,,,,,,,,,,,,,1/8/1997,22.1326
,,,,,,,,,,,,,,,,,1/9/1997,23.3091
,,,,,,,,,,,,,,,,,1/10/1997,23.0267
,,,,,,,,,,,,,,,,,1/11/1997,24.0534
,,,,,,,,,,,,,,,,,1/12/1997,24.4318
,,,,,,,,,,,,,,,,,1/1/1998,24.7921
,,,,,,,,,,,,,,,,,1/2/1998,26.5387
,,,,,,,,,,,,,,,,,1/3/1998,27.8642
,,,,,,,,,,,,,,,,,1/4/1998,28.5284
,,,,,,,,,,,,,,,,,1/5/1998,27.9913
,,,,,,,,,,,,,,,,,1/6/1998,29.0952
,,,,,,,,,,,,,,,,,1/7/1998,29.4216
,,,,,,,,,,,,,,,,,1/8/1998,25.1321
,,,,,,,,,,,,,,,,,1/9/1998,26.7002
,,,,,,,,,,,,,,,,,1/10/1998,29.1347
,,,,,,,,,,,,,,,,,1/11/1998,30.8573
,,,,,,,,,,,,,,,,,1/12/1998,32.5969
,,,,,,,,,,,,,,,,,1/1/1999,33.3413
,,,,,,,,,,,,,,,,,1/2/1999,32.265
,,,,,,,,,,,,,,,,,1/3/1999,33.5167
,,,,,,,,,,,,,,,,,1/4/1999,32.5495
,,,,,,,,,,,,,,,,,1/5/1999,31.7367
,,,,,,,,,,,,,,,,,1/6/1999,33.4644
,,,,,,,,,,,,,,,,,1/7/1999,30.2257
,,,,,,,,,,,,,,,,,1/8/1999,30.0366
,,,,,,,,,,,,,,,,,1/9/1999,29.179
,,,,,,,,,,,,,,,,,1/10/1999,28.2942
,,,,,,,,,,,,,,,,,1/11/1999,28.8335
,,,,,,,,,,,,,,,,,1/12/1999,30.5013
,,,,,,,,,,,,,,,,,1/1/2000,27.3692
,,,,,,,,,,,,,,,,,1/2/2000,26.8188
,,,,,,,,,,,,,,,,,1/3/2000,29.4128
,,,,,,,,,,,,,,,,,1/4/2000,27.9744
,,,,,,,,,,,,,,,,,1/5/2000,27.3613
,,,,,,,,,,,,,,,,,1/6/2000,28.0162
,,,,,,,,,,,,,,,,,1/7/2000,26.6449
,,,,,,,,,,,,,,,,,1/8/2000,28.2622
,,,,,,,,,,,,,,,,,1/9/2000,26.7507
,,,,,,,,,,,,,,,,,1/10/2000,28.588
,,,,,,,,,,,,,,,,,1/11/2000,26.299
,,,,,,,,,,,,,,,,,1/12/2000,26.4056
,,,,,,,,,,,,,,,,,1/1/2001,30.0618
,,,,,,,,,,,,,,,,,1/2/2001,27.2874
,,,,,,,,,,,,,,,,,1/3/2001,25.5354
,,,,,,,,,,,,,,,,,1/4/2001,33.9619
,,,,,,,,,,,,,,,,,1/5/2001,34.1348
,,,,,,,,,,,,,,,,,1/6/2001,33.2802
,,,,,,,,,,,,,,,,,1/7/2001,42.7845
,,,,,,,,,,,,,,,,,1/8/2001,40.0417
,,,,,,,,,,,,,,,,,1/9/2001,36.7693
,,,,,,,,,,,,,,,,,1/10/2001,42.9235
,,,,,,,,,,,,,,,,,1/11/2001,46.1503
,,,,,,,,,,,,,,,,,1/12/2001,46.4998
,,,,,,,,,,,,,,,,,1/1/2002,45.7571
,,,,,,,,,,,,,,,,,1/2/2002,44.8069
,,,,,,,,,,,,,,,,,1/3/2002,46.453
,,,,,,,,,,,,,,,,,1/4/2002,40.2737
,,,,,,,,,,,,,,,,,1/5/2002,39.908
,,,,,,,,,,,,,,,,,1/6/2002,37.0165
,,,,,,,,,,,,,,,,,1/7/2002,30.3469
,,,,,,,,,,,,,,,,,1/8/2002,30.495
,,,,,,,,,,,,,,,,,1/9/2002,27.1398
,,,,,,,,,,,,,,,,,1/10/2002,32.1044
,,,,,,,,,,,,,,,,,1/11/2002,33.9366
,,,,,,,,,,,,,,,,,1/12/2002,31.8891
,,,,,,,,,,,,,,,,,1/1/2003,28.2223
,,,,,,,,,,,,,,,,,1/2/2003,27.7424
,,,,,,,,,,,,,,,,,1/3/2003,27.9743
,,,,,,,,,,,,,,,,,1/4/2003,26.5389
,,,,,,,,,,,,,,,,,1/5/2003,27.8897
,,,,,,,,,,,,,,,,,1/6/2003,28.2055
,,,,,,,,,,,,,,,,,1/7/2003,25.669
,,,,,,,,,,,,,,,,,1/8/2003,26.1278
,,,,,,,,,,,,,,,,,1/9/2003,25.8157
,,,,,,,,,,,,,,,,,1/10/2003,21.5574
,,,,,,,,,,,,,,,,,1/11/2003,21.7111
,,,,,,,,,,,,,,,,,1/12/2003,22.8133
,,,,,,,,,,,,,,,,,1/1/2004,21.7525
,,,,,,,,,,,,,,,,,1/2/2004,22.0181
,,,,,,,,,,,,,,,,,1/3/2004,21.6579
,,,,,,,,,,,,,,,,,1/4/2004,19.7204
,,,,,,,,,,,,,,,,,1/5/2004,19.9587
,,,,,,,,,,,,,,,,,1/6/2004,20.3177
,,,,,,,,,,,,,,,,,1/7/2004,19.0708
,,,,,,,,,,,,,,,,,1/8/2004,19.1144
,,,,,,,,,,,,,,,,,1/9/2004,19.2934
,,,,,,,,,,,,,,,,,1/10/2004,19.3032
,,,,,,,,,,,,,,,,,1/11/2004,20.0482
,,,,,,,,,,,,,,,,,1/12/2004,20.6989
,,,,,,,,,,,,,,,,,1/1/2005,19.5834
,,,,,,,,,,,,,,,,,1/2/2005,19.9536
,,,,,,,,,,,,,,,,,1/3/2005,19.5721
,,,,,,,,,,,,,,,,,1/4/2005,18.2584
