Date,Open,High,Low,Close,Adj Close,Volume,daily pct_change,5 days pct_change,10 days pct_change,20 days pct_change,,,,,,,HS Index,daily pct_change,5 days pct_change,10 days pct_change,20 days pct_change
23/10/2020,24773.11914,24970.58984,24683.25,24918.7793,24918.7793,2368156700,0.54%,2.18%,3.00%,5.07%,,,,,,,,,,,
27/10/2020,24839.9707,24872.51953,24602.10938,24787.18945,24787.18945,2435164600,-0.53%,1.00%,2.77%,4.40%,,,,,,,,,,,
28/10/2020,24773.53906,24844.78906,24586.06055,24708.80078,24708.80078,2011940400,-0.32%,0.57%,0.24%,6.00%,,,,,,,,,,,
29/10/2020,24290.00977,24678.90039,24258.56055,24586.59961,24586.59961,1936749000,-0.49%,-0.68%,-0.33%,5.82%,,,,,,,,,,,
30/10/2020,24535.90039,24600.53906,24029.94922,24107.41992,24107.41992,2537744200,-1.95%,-2.74%,-0.21%,2.69%,,,,,,,,,,,
2/11/2020,24274.83008,24486.01953,24232.66016,24460.00977,24460.00977,2355413200,1.46%,-1.84%,0.30%,5.09%,,,,,,,,,,,
3/11/2020,24689.56055,25048.5293,24689.50977,24939.73047,24939.73047,2244353000,1.96%,0.62%,1.62%,6.31%,,,,,,,,,,,
4/11/2020,24790,25093.7207,24733.23047,24886.14063,24886.14063,2305561500,-0.21%,0.72%,1.29%,4.71%,,,,,,,,,,,
5/11/2020,25500.91016,25695.91992,25343.43945,25695.91992,25695.91992,2617492000,3.25%,4.51%,3.80%,7.15%,,,,,,,,,,,
6/11/2020,25750.7793,25799.9707,25540.98047,25712.9707,25712.9707,2370476000,0.07%,6.66%,3.74%,6.06%,,,,,,,,,,,
9/11/2020,26157.76953,26172.23047,25950.41016,26016.16992,26016.16992,2350101500,1.18%,6.36%,4.40%,7.53%,,,,,,,,,,,
10/11/2020,26474.03906,26474.03906,26041.86914,26301.48047,26301.48047,3847144100,1.10%,5.46%,6.11%,9.05%,,,,,,,,,,,
11/11/2020,26226.80078,26432.56055,26168.63086,26226.98047,26226.98047,4120773700,-0.28%,5.39%,6.14%,6.40%,,,,,,,,,,,
12/11/2020,26409.33984,26460.93945,26071.15039,26169.38086,26169.38086,2679020500,-0.22%,1.84%,6.44%,6.09%,,,,,,,,,,,
13/11/2020,26114.59961,26156.85938,25909.17969,26156.85938,26156.85938,2435105000,-0.05%,1.73%,8.50%,8.27%,,,,,,,,,,,
16/11/2020,26362.07031,26394.40039,26191.53906,26381.66992,26381.66992,2090236500,0.86%,1.40%,7.86%,8.18%,,,,,,,,,,,
17/11/2020,26515.08984,26530.53906,26339.88086,26415.08984,26415.08984,2394565600,0.13%,0.43%,5.92%,7.63%,,,,,,,,,,,
18/11/2020,26434.24023,26618.00977,26344.85938,26544.28906,26544.28906,2292758600,0.49%,1.21%,6.66%,8.04%,,,,,,,,,,,
19/11/2020,26460.60938,26460.60938,26311.64063,26356.9707,26356.9707,2413890100,-0.71%,0.72%,2.57%,6.47%,,,,,,,,,,,
20/11/2020,26406.86914,26564.25,26313.2793,26451.53906,26451.53906,2149354400,0.36%,1.13%,2.87%,6.72%,,,,,,,,,,,
23/11/2020,26659.78906,26662.66016,26369.33984,26486.19922,26486.19922,2235155500,0.13%,0.40%,1.81%,6.29%,,,,,,,,,,,
24/11/2020,26630.33984,26630.33984,26409.76953,26588.19922,26588.19922,2014989400,0.39%,0.66%,1.09%,7.27%,,,,,,,,,,,
25/11/2020,26819.96094,27040.41016,26591.30078,26669.75,26669.75,2859974400,0.31%,0.47%,1.69%,7.94%,,,,,,,,,,,
26/11/2020,26695.25,26819.44922,26612,26819.44922,26819.44922,1977652900,0.56%,1.75%,2.48%,9.08%,,,,,,,,,,,
27/11/2020,26758.49023,27009.15039,26704.59961,26894.67969,26894.67969,2733597200,0.28%,1.68%,2.82%,11.56%,,,,,,,,,,,
30/11/2020,26853.39063,26960.92969,26322.67969,26341.49023,26341.49023,5742060100,-2.06%,-0.55%,-0.15%,7.69%,,,,,,,,,,,
1/12/2020,26422.71094,26662.17969,26375.24023,26567.67969,26567.67969,3564238900,0.86%,-0.08%,0.58%,6.53%,,,,,,,,,,,
2/12/2020,26670.11914,26670.11914,26379.48047,26532.58008,26532.58008,3704087400,-0.13%,-0.51%,-0.04%,6.62%,,,,,,,,,,,
3/12/2020,26623.41992,26781.99023,26556.01953,26728.5,26728.5,2830413900,0.74%,-0.34%,1.41%,4.02%,,,,,,,,,,,
4/12/2020,26811.58984,26835.91992,26652.33984,26835.91992,26835.91992,3205350200,0.40%,-0.22%,1.45%,4.37%,,,,,,,,,,,
7/12/2020,26870.58008,26870.58008,26256.40039,26506.84961,26506.84961,2806021200,-1.23%,0.63%,0.08%,1.89%,,,,,,,,,,,
8/12/2020,26460.34961,26460.34961,26270.91016,26304.56055,26304.56055,2542680300,-0.76%,-0.99%,-1.07%,0.01%,,,,,,,,,,,
9/12/2020,26510.41992,26666.93945,26445.66016,26502.83984,26502.83984,2537716200,0.75%,-0.11%,-0.63%,1.05%,,,,,,,,,,,
10/12/2020,26335.25977,26434.4707,26287.01953,26410.58984,26410.58984,2000568900,-0.35%,-1.19%,-1.52%,0.92%,,,,,,,,,,,
11/12/2020,26634.21094,26704.00977,26443.00977,26505.86914,26505.86914,2497420400,0.36%,-1.23%,-1.45%,1.33%,,,,,,,,,,,
14/12/2020,26522.09961,26544.11914,26318.10938,26389.51953,26389.51953,2210976700,-0.44%,-0.44%,0.18%,0.03%,,,,,,,,,,,
15/12/2020,26418.92969,26436.03906,26127.67969,26207.28906,26207.28906,2587144400,-0.69%,-0.37%,-1.36%,-0.79%,,,,,,,,,,,
16/12/2020,26421.21094,26510.18945,26318.74023,26460.28906,26460.28906,2043444500,0.97%,-0.16%,-0.27%,-0.32%,,,,,,,,,,,
17/12/2020,26608.43945,26678.38086,26390.58984,26678.38086,26678.38086,2262422800,0.82%,1.01%,-0.19%,1.22%,,,,,,,,,,,
18/12/2020,26650.49023,26668.09961,26363.05078,26498.59961,26498.59961,3080026700,-0.67%,-0.03%,-1.26%,0.18%,,,,,,,,,,,
21/12/2020,26422.61914,26498.65039,26274.65039,26306.67969,26306.67969,2044977300,-0.72%,-0.31%,-0.76%,-0.68%,,,,,,,,,,,
22/12/2020,26260.7793,26365.19922,25998.86914,26119.25,26119.25,1747533900,-0.71%,-0.34%,-0.70%,-1.76%,,,,,,,,,,,
23/12/2020,26083.10938,26343.09961,26071.75977,26343.09961,26343.09961,2009461800,0.86%,-0.44%,-0.60%,-1.22%,,,,,,,,,,,
24/12/2020,26342.86914,26470.40039,26221.30078,26386.56055,26386.56055,1297803000,0.16%,-1.09%,-0.09%,-1.61%,,,,,,,,,,,
28/12/2020,26288.36914,26514.08008,26264.32031,26314.63086,26314.63086,2669629600,-0.27%,-0.69%,-0.72%,-2.16%,,,,,,,,,,,
29/12/2020,26490.44922,26618.7793,26432.91016,26568.49023,26568.49023,2304707300,0.96%,1.00%,0.68%,0.86%,,,,,,,,,,,
30/12/2020,26695.10938,27159.4707,26670.9707,27147.10938,27147.10938,2552802900,2.18%,3.94%,3.59%,2.18%,,,,,,,,,,,
31/12/2020,27194.78906,27340.99023,27163.50977,27231.13086,27231.13086,2054705300,0.31%,3.37%,2.91%,2.63%,,,,,,,,,,,
4/1/2021,27087.13086,27502.83008,27079.24023,27472.81055,27472.81055,2870443300,0.89%,4.12%,2.98%,2.78%,,,,,,,,,,,
5/1/2021,27281.33984,27690.21094,27150.38086,27649.85938,27649.85938,3282490100,0.64%,5.07%,4.34%,3.03%,,,,,,,,,,,
6/1/2021,27613.33984,27756.42969,27389.7793,27692.30078,27692.30078,3079382600,0.15%,4.23%,5.27%,4.47%,,,,,,,,,,,
7/1/2021,27715.93945,27752.35938,27457.4707,27548.51953,27548.51953,3775142800,-0.52%,1.48%,5.47%,4.73%,,,,,,,,,,,
8/1/2021,27630.0293,27920.76953,27538.19922,27878.2207,27878.2207,5667284000,1.20%,2.38%,5.83%,5.19%,,,,,,,,,,,
11/1/2021,28003.98047,28176.65039,27794.81055,27908.2207,27908.2207,4366094600,0.11%,1.58%,5.77%,5.67%,,,,,,,,,,,
12/1/2021,27894.28906,28276.75,27781.41992,28276.75,28276.75,3399606200,1.32%,2.27%,7.46%,6.68%,,,,,,,,,,,
13/1/2021,28309.32031,28414.53906,28136.64063,28235.59961,28235.59961,3559366600,-0.15%,1.96%,6.27%,7.00%,,,,,,,,,,,
14/1/2021,28408.11914,28510.91992,28280.08984,28496.85938,28496.85938,3205592600,0.93%,3.44%,4.97%,8.74%,,,,,,,,,,,
15/1/2021,28394.36914,28667.58984,28294.66016,28573.85938,28573.85938,4485371800,0.27%,2.50%,4.93%,7.99%,,,,,,,,,,,
18/1/2021,28454.58984,28864.25,28390.28906,28862.76953,28862.76953,2956444000,1.01%,3.42%,5.06%,8.19%,,,,,,,,,,,
19/1/2021,29100.16992,29848.42969,29100.16992,29642.2793,29642.2793,4568245300,2.70%,4.83%,7.21%,11.86%,,,,,,,,,,,
20/1/2021,29794.41016,29993.4707,29676.53906,29962.4707,29962.4707,3937834200,1.08%,6.12%,8.20%,13.90%,,,,,,,,,,,
21/1/2021,29951.7793,30135.5,29745.86914,29927.75977,29927.75977,3004888900,-0.12%,5.02%,8.64%,14.58%,,,,,,,,,,,
22/1/2021,29809.23047,29862.89063,29413.51953,29447.84961,29447.84961,3381738600,-1.60%,3.06%,5.63%,11.79%,,,,,,,,,,,
25/1/2021,29677.30078,30191.16016,29673.25977,30159.00977,30159.00977,3066515300,2.41%,4.49%,8.06%,14.30%,,,,,,,,,,,
26/1/2021,29892.84961,29965.10938,29345.74023,29391.25977,29391.25977,4810723600,-2.55%,-0.85%,3.94%,11.69%,,,,,,,,,,,
27/1/2021,29556.58008,29636.63086,29194.36914,29297.5293,29297.5293,3808971800,-0.32%,-2.22%,3.76%,10.27%,,,,,,,,,,,
28/1/2021,28914.84961,29191.67969,28467.00977,28550.76953,28550.76953,2993470100,-2.55%,-4.60%,0.19%,5.17%,,,,,,,,,,,
29/1/2021,28826.17969,28972.06055,28259.73047,28283.71094,28283.71094,3196757600,-0.94%,-3.95%,-1.02%,3.87%,,,,,,,,,,,
1/2/2021,28457.84961,28982.76953,28382.25977,28892.85938,28892.85938,2464276400,2.15%,-4.20%,0.10%,5.17%,,,,,,,,,,,
2/2/2021,29378.11914,29511,29198.85938,29248.69922,29248.69922,2739194600,1.23%,-0.49%,-1.33%,5.78%,,,,,,,,,,,
3/2/2021,29305.41016,29312,28967.00977,29307.46094,29307.46094,2681355500,0.20%,0.03%,-2.19%,5.83%,,,,,,,,,,,
4/2/2021,29093.53906,29409,28775.38086,29113.5,29113.5,3032246200,-0.66%,1.97%,-2.72%,5.68%,,,,,,,,,,,
5/2/2021,29305.08984,29495.64063,29184.08984,29288.67969,29288.67969,2675266500,0.60%,3.55%,-0.54%,5.06%,,,,,,,,,,,
8/2/2021,29629.08008,29706.08008,29293.64063,29319.4707,29319.4707,2196734100,0.11%,1.48%,-2.78%,5.06%,,,,,,,,,,,
9/2/2021,29442.5,29527.66992,29263.98047,29476.18945,29476.18945,1851043400,0.53%,0.78%,0.29%,4.24%,,,,,,,,,,,
10/2/2021,29796.18945,30075.5,29732.23047,30038.7207,30038.7207,1998284900,1.91%,2.50%,2.53%,6.39%,,,,,,,,,,,
11/2/2021,29995.2793,30184.16992,29828.61914,30173.57031,30173.57031,1192111200,0.45%,3.64%,5.68%,5.88%,,,,,,,,,,,
16/2/2021,30675.82031,30793.48047,30497.40039,30746.66016,30746.66016,3269676200,1.90%,4.98%,8.71%,7.60%,,,,,,,,,,,
17/2/2021,30636.36914,31168.30078,30503.46094,31084.93945,31084.93945,3144032900,1.10%,6.02%,7.59%,7.70%,,,,,,,,,,,
18/2/2021,31183.35938,31183.35938,30570.55078,30595.26953,30595.26953,3687581000,-1.58%,3.80%,4.60%,3.21%,,,,,,,,,,,
19/2/2021,30483.46094,30720.15039,30099.71094,30644.73047,30644.73047,3317191700,0.16%,2.02%,4.56%,2.28%,,,,,,,,,,,
22/2/2021,31071.60938,31071.60938,30298.58008,30319.83008,30319.83008,4449910100,-1.06%,0.48%,4.14%,1.31%,,,,,,,,,,,
23/2/2021,30189.9707,30948.4707,30126.40039,30632.64063,30632.64063,4605710300,1.03%,-0.37%,4.59%,4.02%,,,,,,,,,,,
24/2/2021,30702.65039,30792.88086,29532.67969,29718.24023,29718.24023,4846335300,-2.99%,-4.40%,1.36%,-1.46%,,,,,,,,,,,
25/2/2021,30174.2207,30453.11914,29833.05078,30074.16992,30074.16992,3663892300,1.20%,-1.70%,2.03%,2.32%,,,,,,,,,,,
26/2/2021,29412.13086,29579.66992,28980.21094,28980.21094,28980.21094,4126393200,-3.64%,-5.43%,-3.52%,-1.08%,,,,,,,,,,,
1/3/2021,29457.89063,29550.75,29195.9707,29452.57031,29452.57031,2629062100,1.63%,-2.86%,-2.39%,3.16%,,,,,,,,,,,
2/3/2021,29708.39063,29765.96094,28957.31055,29095.85938,29095.85938,2895849600,-1.21%,-5.02%,-5.37%,2.87%,,,,,,,,,,,
3/3/2021,29249.42969,29912,29183.58984,29880.41992,29880.41992,3228618000,2.70%,0.55%,-3.87%,3.42%,,,,,,,,,,,
4/3/2021,29525.48047,29597.16016,29102.09961,29236.78906,29236.78906,2957909000,-2.15%,-2.78%,-4.44%,-0.04%,,,,,,,,,,,
5/3/2021,28667.14063,29397.26953,28513.13086,29098.28906,29098.28906,3996713300,-0.47%,0.41%,-5.05%,-0.71%,,,,,,,,,,,
8/3/2021,29362.58984,29386.33008,28422.26953,28540.83008,28540.83008,4906906100,-1.92%,-3.10%,-5.87%,-1.97%,,,,,,,,,,,
9/3/2021,28665.25977,29047.13086,28326.13086,28773.23047,28773.23047,4377944400,0.81%,-1.11%,-6.07%,-1.76%,,,,,,,,,,,
10/3/2021,29255.36914,29255.36914,28710.91016,28907.51953,28907.51953,2842785200,0.47%,-3.26%,-2.73%,-1.41%,,,,,,,,,,,
11/3/2021,28909.98047,29412.41992,28893.21094,29385.60938,29385.60938,3604263600,1.65%,0.51%,-2.29%,-0.31%,,,,,,,,,,,
12/3/2021,29550.36914,29550.36914,28707.34961,28739.7207,28739.7207,3557237800,-2.20%,-1.23%,-0.83%,-4.32%,,,,,,,,,,,
15/3/2021,28923.94922,29178.99023,28612.74023,28833.75977,28833.75977,3096719600,0.33%,1.03%,-2.10%,-4.44%,,,,,,,,,,,
16/3/2021,29036.82031,29118.61914,28872.40039,29027.68945,29027.68945,2351605600,0.67%,0.88%,-0.23%,-5.59%,,,,,,,,,,,
17/3/2021,28992.24023,29180.00977,28780.23047,29034.11914,29034.11914,1901329200,0.02%,0.44%,-2.83%,-6.60%,,,,,,,,,,,
18/3/2021,29317.60938,29596.58008,29317.60938,29405.7207,29405.7207,2113745200,1.28%,0.07%,0.58%,-3.89%,,,,,,,,,,,
19/3/2021,29158.48047,29271.40039,28737.53906,28990.93945,28990.93945,3814440800,-1.41%,0.87%,-0.37%,-5.40%,,,,,,,,,,,
22/3/2021,28801.08984,29139.07031,28801.08984,28885.33984,28885.33984,2065830600,-0.36%,0.18%,1.21%,-4.73%,,,,,,,,,,,
23/3/2021,29008.01953,29043.17969,28376.2207,28497.38086,28497.38086,2049560300,-1.34%,-1.83%,-0.96%,-6.97%,,,,,,,,,,,
24/3/2021,28437.49023,28457.86914,27827.05078,27918.14063,27918.14063,2689142400,-2.03%,-3.84%,-3.42%,-6.06%,,,,,,,,,,,
25/3/2021,27628.08008,28032.00977,27505.08008,27899.60938,27899.60938,2595007600,-0.07%,-5.12%,-5.06%,-7.23%,,,,,,,,,,,
26/3/2021,28043.65039,28415.15039,28014.28906,28336.42969,28336.42969,2415384100,1.57%,-2.26%,-1.40%,-2.22%,,,,,,,,,,,
29/3/2021,28317.32031,28484.66016,28132.35938,28338.30078,28338.30078,2847744100,0.01%,-1.89%,-1.72%,-3.78%,,,,,,,,,,,
30/3/2021,28552.76953,28694.15039,28371.23047,28577.5,28577.5,2269839800,0.84%,0.28%,-1.55%,-1.78%,,,,,,,,,,,
31/3/2021,28802.5293,28802.5293,28332.7793,28378.34961,28378.34961,2703755400,-0.70%,1.65%,-2.26%,-5.03%,,,,,,,,,,,
1/4/2021,28594.55078,28938.74023,28511.65039,28938.74023,28938.74023,2232972100,1.97%,3.72%,-1.59%,-1.02%,,,,,,,,,,,
7/4/2021,29101.40039,29101.40039,28598.85938,28674.80078,28674.80078,2223606300,-0.91%,1.19%,-1.09%,-1.46%,,,,,,,,,,,
8/4/2021,28604.11914,29054.82031,28587.10938,29008.07031,29008.07031,2522329300,1.16%,2.36%,0.42%,1.64%,,,,,,,,,,,
9/4/2021,29152.43945,29152.43945,28604.55078,28698.80078,28698.80078,1897265800,-1.07%,0.42%,0.71%,-0.26%,,,,,,,,,,,
12/4/2021,28791.9707,28791.9707,28274.26953,28453.2793,28453.2793,1992325200,-0.86%,0.26%,1.92%,-1.57%,,,,,,,,,,,
13/4/2021,28557.83984,28877.15039,28452.11914,28497.25,28497.25,2062117300,0.15%,-1.53%,2.14%,-3.02%,,,,,,,,,,,
14/4/2021,28796.55078,28979.34961,28685.06055,28900.83008,28900.83008,1941501600,1.42%,0.79%,1.99%,0.56%,,,,,,,,,,,
15/4/2021,28872.82031,28884.57031,28530.99023,28793.14063,28793.14063,1901863000,-0.37%,-0.74%,1.61%,-0.14%,,,,,,,,,,,
16/4/2021,28827.16992,29079.17969,28711.10938,28969.71094,28969.71094,2192409800,0.61%,0.94%,1.37%,-0.20%,,,,,,,,,,,
19/4/2021,28960.13086,29319.75977,28806.75977,29106.15039,29106.15039,2020128300,0.47%,2.29%,2.56%,0.25%,,,,,,,,,,,
20/4/2021,28962.80078,29220.18945,28885.55078,29135.73047,29135.73047,2014210500,0.10%,2.24%,0.68%,-0.92%,,,,,,,,,,,
21/4/2021,28702.26953,28778.35938,28506.75977,28621.91992,28621.91992,2202031500,-1.76%,-0.97%,-0.18%,-1.27%,,,,,,,,,,,
22/4/2021,28716.98047,28848.01953,28597,28755.33984,28755.33984,1934891300,0.47%,-0.13%,-0.87%,-0.45%,,,,,,,,,,,
23/4/2021,28798.44922,29078.75,28748.57031,29078.75,29078.75,1901002000,1.12%,0.38%,1.32%,2.04%,,,,,,,,,,,
26/4/2021,29106.44922,29238.99023,28908.65039,28952.83008,28952.83008,1786353600,-0.43%,-0.53%,1.76%,3.71%,,,,,,,,,,,
27/4/2021,28895.38086,29045.10938,28793.2207,28941.53906,28941.53906,1834872800,-0.04%,-0.67%,1.56%,3.73%,,,,,,,,,,,
28/4/2021,28991.93945,29071.33984,28887.33008,29071.33984,29071.33984,2074074300,0.45%,1.57%,0.59%,2.59%,,,,,,,,,,,
29/4/2021,29268.21094,29405.11914,29162.86914,29303.25977,29303.25977,1838135800,0.80%,1.91%,1.77%,3.41%,,,,,,,,,,,
30/4/2021,29143.42969,29154.75,28701.68945,28724.88086,28724.88086,2577584300,-1.97%,-1.22%,-0.85%,0.52%,,,,,,,,,,,
3/5/2021,28659.91016,28684.83008,28256.0293,28357.53906,28357.53906,1725985500,-1.28%,-2.06%,-2.57%,-0.07%,,,,,,,,,,,
4/5/2021,28438.15039,28577.51953,28321.33984,28557.14063,28557.14063,1921124800,0.70%,-1.33%,-1.99%,-1.32%,,,,,,,,,,,
5/5/2021,28427.66992,28677.35938,28325.96094,28417.98047,28417.98047,1720837700,-0.49%,-2.25%,-0.71%,-0.90%,,,,,,,,,,,
6/5/2021,28647.9707,28753.9707,28384.11914,28637.46094,28637.46094,2478819000,0.77%,-2.27%,-0.41%,-1.28%,,,,,,,,,,,
7/5/2021,28721.13086,28884.0293,28530.71094,28610.65039,28610.65039,2205337100,-0.09%,-0.40%,-1.61%,-0.31%,,,,,,,,,,,
10/5/2021,28776.99023,28842.10938,28453.14063,28595.66016,28595.66016,2358822100,-0.05%,0.84%,-1.23%,0.50%,,,,,,,,,,,
11/5/2021,28286.56055,28286.56055,27910.71094,28013.81055,28013.81055,2383355200,-2.03%,-1.90%,-3.21%,-1.70%,,,,,,,,,,,
12/5/2021,28073.91992,28231.03906,27897.4707,28231.03906,28231.03906,2132315300,0.78%,-0.66%,-2.89%,-2.32%,,,,,,,,,,,
13/5/2021,27920.00977,28060.92969,27718.66992,27718.66992,27718.66992,2167381500,-1.81%,-3.21%,-5.41%,-3.73%,,,,,,,,,,,
14/5/2021,27872.68945,28064.00977,27715.88086,28027.57031,28027.57031,1880805200,1.11%,-2.04%,-2.43%,-3.25%,,,,,,,,,,,
17/5/2021,28130.50977,28268.39063,28074.14063,28194.08984,28194.08984,1857027900,0.59%,-1.40%,-0.58%,-3.13%,,,,,,,,,,,
18/5/2021,28438.0293,28617.33984,28438.0293,28593.81055,28593.81055,2065990000,1.42%,2.07%,0.13%,-1.86%,,,,,,,,,,,
20/5/2021,28413.49023,28508.24023,28293.23047,28450.28906,28450.28906,2465835400,-0.50%,0.78%,0.11%,-0.60%,,,,,,,,,,,
21/5/2021,28584.33984,28584.33984,28286.91992,28458.43945,28458.43945,1653241900,0.03%,2.67%,-0.63%,-1.03%,,,,,,,,,,,
24/5/2021,28417.99023,28444.35938,28195.51953,28412.25977,28412.25977,1719640600,-0.16%,1.37%,-0.69%,-2.29%,,,,,,,,,,,
25/5/2021,28461.5,28929.24023,28461.5,28910.85938,28910.85938,2352077900,1.75%,2.54%,1.10%,-0.14%,,,,,,,,,,,
26/5/2021,29056.2793,29261.85938,29027.94922,29166.00977,29166.00977,2518538400,0.88%,2.00%,4.11%,0.78%,,,,,,,,,,,
27/5/2021,28998.39063,29157.94922,28950.7207,29113.19922,29113.19922,3804955000,-0.18%,2.33%,3.12%,0.14%,,,,,,,,,,,
28/5/2021,29219.46094,29336.13086,29033.7207,29124.41016,29124.41016,2591559500,0.04%,2.34%,5.07%,-0.61%,,,,,,,,,,,
31/5/2021,29225.46094,29225.46094,28909.51953,29151.80078,29151.80078,2188580800,0.09%,2.60%,4.01%,1.49%,,,,,,,,,,,
1/6/2021,29159.06055,29480.16016,29036.44922,29468,29468,1832036700,1.08%,1.93%,4.52%,3.92%,,,,,,,,,,,
2/6/2021,29414.64063,29490.60938,29208.73047,29297.61914,29297.61914,1933160400,-0.58%,0.45%,2.46%,2.59%,,,,,,,,,,,
3/6/2021,29365.32031,29377.90039,28902.66992,28966.0293,28966.0293,2241752500,-1.13%,-0.51%,1.81%,1.93%,,,,,,,,,,,
4/6/2021,28837.94922,29023.17969,28737.9707,28918.09961,28918.09961,3054579800,-0.17%,-0.71%,1.62%,0.98%,,,,,,,,,,,
7/6/2021,28985.59961,29003.99023,28615.60938,28787.2793,28787.2793,2573174300,-0.45%,-1.25%,1.32%,0.62%,,,,,,,,,,,
8/6/2021,28900.51953,28979.19922,28638.31055,28781.38086,28781.38086,1626863000,-0.02%,-2.33%,-0.45%,0.65%,,,,,,,,,,,
9/6/2021,28771.14063,28859.58008,28687.68945,28742.63086,28742.63086,1807028800,-0.13%,-1.89%,-1.45%,2.60%,,,,,,,,,,,
10/6/2021,28792.01953,28954.40039,28664.93945,28738.88086,28738.88086,1940104600,-0.01%,-0.78%,-1.29%,1.80%,,,,,,,,,,,
11/6/2021,28864.90039,28965.15039,28743.82031,28842.13086,28842.13086,2038619100,0.36%,-0.26%,-0.97%,4.05%,,,,,,,,,,,
15/6/2021,28946.43945,28946.43945,28453.48047,28638.5293,28638.5293,2376459800,-0.71%,-0.52%,-1.76%,2.18%,,,,,,,,,,,
16/6/2021,28609.36914,28648.64063,28403.64063,28436.83984,28436.83984,2053818800,-0.70%,-1.20%,-3.50%,0.86%,,,,,,,,,,,
17/6/2021,28240.88086,28558.58984,28216.08984,28558.58984,28558.58984,1888022000,0.43%,-0.64%,-2.52%,-0.12%,,,,,,,,,,,
18/6/2021,28586.03906,28830.84961,28532.08008,28801.26953,28801.26953,3761375200,0.85%,0.22%,-0.57%,1.23%,,,,,,,,,,,
21/6/2021,28501.64063,28590.2207,28314.92969,28489,28489,2182673000,-1.08%,-1.22%,-1.48%,0.11%,,,,,,,,,,,
22/6/2021,28575.16016,28579,28299.66016,28309.75977,28309.75977,1980080400,-0.63%,-1.15%,-1.66%,-0.36%,,,,,,,,,,,
23/6/2021,28468.24023,28893.78906,28406.60938,28817.07031,28817.07031,2293387200,1.79%,1.34%,0.12%,-0.32%,,,,,,,,,,,
24/6/2021,28865.46094,28993.36914,28782.33984,28882.46094,28882.46094,1723216500,0.23%,1.13%,0.49%,-0.97%,,,,,,,,,,,
25/6/2021,29002.66992,29305.16992,28971.59961,29288.2207,29288.2207,2149434300,1.40%,1.69%,1.91%,0.60%,,,,,,,,,,,
28/6/2021,29366.49023,29394.68945,29209.42969,29268.30078,29268.30078,1512611100,-0.07%,2.74%,1.48%,0.49%,,,,,,,,,,,
29/6/2021,29291.89063,29291.89063,28924.60938,28994.09961,28994.09961,2356507100,-0.94%,2.42%,1.24%,-0.54%,,,,,,,,,,,
30/6/2021,29107.90039,29146.2793,28827.69922,28827.94922,28827.94922,2051503700,-0.57%,0.04%,1.38%,-2.17%,,,,,,,,,,,
2/7/2021,28859.01953,28859.01953,28231.73047,28310.41992,28310.41992,2816172700,-1.80%,-1.98%,-0.87%,-3.37%,,,,,,,,,,,
5/7/2021,28098.91016,28338.78906,28042.71094,28143.5,28143.5,1827212600,-0.59%,-3.91%,-2.28%,-2.84%,,,,,,,,,,,
6/7/2021,28136.63086,28151.34961,27904.5293,28072.85938,28072.85938,1904176200,-0.25%,-4.08%,-1.46%,-2.92%,,,,,,,,,,,
7/7/2021,27777.81055,27969.41016,27703.41016,27960.61914,27960.61914,2040702300,-0.40%,-3.56%,-1.23%,-2.87%,,,,,,,,,,,
8/7/2021,27881.5,27921.06055,27110.61914,27153.13086,27153.13086,2948605700,-2.89%,-5.81%,-5.77%,-5.66%,,,,,,,,,,,
9/7/2021,27131.57031,27450.78906,26861.86914,27344.53906,27344.53906,2499976900,0.70%,-3.41%,-5.32%,-4.86%,,,,,,,,,,,
12/7/2021,27672.69922,27741.18945,27420.34961,27515.24023,27515.24023,2054164700,0.62%,-2.23%,-6.05%,-4.26%,,,,,,,,,,,
13/7/2021,27694.0293,28052.32031,27612.68945,27963.41016,27963.41016,1995588400,1.63%,-0.39%,-4.46%,-3.05%,,,,,,,,,,,
14/7/2021,27965.39063,27965.39063,27708.71094,27787.46094,27787.46094,1865663700,-0.63%,-0.62%,-4.16%,-2.97%,,,,,,,,,,,
15/7/2021,27801.40039,28181.21094,27741.08984,27996.26953,27996.26953,2081493200,0.75%,3.11%,-2.88%,-1.55%,,,,,,,,,,,
16/7/2021,27972.56055,28218.5293,27878.5293,28004.67969,28004.67969,1968819100,0.03%,2.41%,-1.08%,-1.94%,,,,,,,,,,,
19/7/2021,27786.53906,27786.53906,27397.28906,27489.7793,27489.7793,1874176200,-1.84%,-0.09%,-2.32%,-4.55%,,,,,,,,,,,
20/7/2021,27395.83008,27532.85938,27121.49023,27259.25,27259.25,2263380800,-0.84%,-2.52%,-2.90%,-4.32%,,,,,,,,,,,
21/7/2021,27339.2207,27371.5,26971.0293,27224.58008,27224.58008,1672533000,-0.13%,-2.03%,-2.63%,-3.83%,,,,,,,,,,,
22/7/2021,27464.2793,27759.71094,27455.42969,27723.83984,27723.83984,1807199700,1.83%,-0.97%,2.10%,-3.79%,,,,,,,,,,,
23/7/2021,27740.94922,27740.94922,27222.03906,27321.98047,27321.98047,1182745200,-1.45%,-2.44%,-0.08%,-5.40%,,,,,,,,,,,
26/7/2021,26825.73047,26878.75,26177.40039,26192.32031,26192.32031,2695215700,-4.13%,-4.72%,-4.81%,-10.57%,,,,,,,,,,,
